,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Id
76,0,0,1,2,0,4,3,228.0,0.0,0,6,0.0,0.0,4,724.0,1,2,0,0,4,3,12,13,4,3,0,1,1,6,1.0,5,3,5,5,952,0,1,0,2,1,3,3,0,8475,4,73.0,0,0,0,3,0.0,2,1,0,3,12,0,6,3,2,0,1,1,4,8,0,952.0,0,1956,1956,2008,77
77,213,0,1,2,0,4,3,336.0,41.0,1,2,1.0,0.0,4,295.0,1,2,4,0,4,3,13,14,2,3,0,1,1,2,1.0,5,3,5,5,1285,0,1,4,0,1,3,3,0,8635,4,50.0,3,0,4,4,0.0,2,1,0,0,3,0,4,4,2,0,1,1,4,8,0,672.0,0,1948,2001,2008,78
78,0,0,1,4,2,4,3,0.0,0.0,6,6,0.0,0.0,4,1768.0,0,2,4,0,4,3,6,6,4,3,0,1,2,6,0.0,3,1,3,6,1768,0,1,4,2,2,3,3,0,10778,4,72.0,3,0,10,3,0.0,2,1,0,3,19,0,4,3,2,0,1,3,4,8,0,1768.0,0,1968,1968,2010,79
79,548,0,0,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,440.0,1,2,4,128,4,3,13,14,2,3,0,2,1,6,2.0,5,3,5,5,1230,1,1,2,5,1,3,3,0,10440,0,60.0,3,0,4,4,0.0,2,1,0,4,17,0,5,4,2,0,1,1,4,8,0,440.0,74,1910,1981,2009,80
80,960,0,1,4,0,4,3,448.0,0.0,5,6,0.0,0.0,2,448.0,1,2,4,0,2,3,12,13,4,2,1,1,2,6,1.0,5,0,5,1,2142,1,1,4,5,1,2,3,0,13000,0,100.0,3,0,5,3,576.0,1,1,0,5,12,72,5,5,2,0,1,1,4,8,252,896.0,0,1968,1968,2009,81
81,0,0,1,2,4,1,3,1201.0,0.0,2,6,1.0,0.0,0,36.0,1,2,4,0,2,3,12,13,4,3,0,2,2,6,2.0,5,0,5,1,1337,0,1,0,2,1,3,3,0,4500,2,32.0,3,0,11,4,443.0,1,1,0,2,11,199,4,5,2,0,1,3,4,8,0,1237.0,0,1998,1998,2006,82
82,0,0,1,3,0,4,3,33.0,0.0,2,6,0.0,0.0,2,1530.0,1,2,4,0,4,3,12,13,4,2,1,2,2,6,3.0,5,2,5,1,1563,0,1,0,2,1,2,3,0,10206,4,78.0,3,0,0,3,468.0,3,1,0,9,21,99,4,7,2,0,1,1,4,8,0,1563.0,144,2007,2007,2008,83
83,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,1065.0,1,2,4,0,4,3,8,8,4,3,0,1,1,6,2.0,5,3,5,5,1065,1,1,2,2,1,3,3,0,8892,4,80.0,0,0,0,3,66.0,0,1,0,6,12,0,4,4,2,0,1,1,4,0,0,1065.0,74,1960,1960,2007,84
84,670,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,384.0,1,2,4,0,4,3,6,6,4,5,1,2,2,6,2.0,5,0,5,3,1474,1,1,2,7,1,3,3,0,8530,4,65.0,0,0,8,3,22.0,1,3,700,4,8,72,4,6,2,0,1,1,4,8,0,384.0,120,1995,1996,2009,85
85,1116,0,1,4,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1288.0,1,2,4,0,4,2,6,6,4,5,1,1,2,6,2.0,5,3,5,1,2417,1,1,0,5,1,2,3,0,16059,0,121.0,3,0,5,3,284.0,1,1,0,3,15,82,4,7,2,0,1,3,4,8,0,1288.0,127,1991,1992,2006,86
86,876,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,2,684.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,0,5,3,1560,1,1,0,5,1,2,3,0,11911,4,122.0,1,0,5,3,0.0,2,1,0,2,8,38,4,5,2,0,1,1,4,8,0,684.0,100,2005,2005,2009,87
87,612,0,2,2,4,4,0,0.0,0.0,6,6,0.0,0.0,2,612.0,1,2,4,0,4,2,12,13,4,3,0,2,2,6,2.0,5,2,5,5,1224,1,1,0,5,1,2,3,0,3951,0,40.0,3,0,12,1,76.0,3,1,0,5,21,234,4,5,2,0,1,1,5,6,0,612.0,0,2009,2009,2009,88
88,0,0,1,2,0,0,3,0.0,0.0,6,6,0.0,0.0,4,1013.0,0,1,4,156,1,1,9,10,2,3,0,1,1,6,0.0,3,1,3,6,1526,0,1,4,0,1,1,3,0,8470,0,105.0,0,513,4,0,0.0,2,1,0,9,9,0,1,2,0,0,1,3,0,3,0,1013.0,0,1915,1982,2009,89
89,0,0,1,3,0,4,3,588.0,0.0,2,6,1.0,0.0,2,402.0,1,2,4,0,4,3,12,13,4,3,0,2,1,6,0.0,3,1,3,6,990,0,1,0,2,1,3,3,0,8070,4,60.0,3,0,0,3,0.0,2,1,0,7,5,0,4,3,2,0,1,1,4,8,0,990.0,0,1994,1995,2007,90
90,0,0,1,2,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,2,0,0,4,3,3,14,4,3,0,3,1,6,2.0,5,3,5,5,1040,0,1,4,2,1,3,3,0,7200,4,60.0,3,0,0,3,0.0,2,1,0,6,12,29,4,3,2,0,1,1,4,8,0,0.0,0,1950,1950,2006,91
91,0,0,1,2,0,4,3,600.0,0.0,5,6,0.0,0.0,4,635.0,1,2,4,0,4,3,6,6,1,3,0,1,1,6,2.0,5,3,5,1,1235,0,1,4,2,1,3,3,0,8500,4,85.0,3,0,0,3,203.0,0,1,0,11,12,0,2,4,2,0,1,3,0,8,0,1235.0,0,1961,1961,2006,92
92,0,0,0,2,0,4,3,713.0,0.0,0,6,1.0,0.0,2,163.0,1,2,4,44,2,3,13,14,4,3,0,0,1,6,2.0,5,3,5,5,964,0,1,0,2,1,3,1,0,13360,4,80.0,0,0,1,3,0.0,2,1,0,7,6,0,6,4,2,0,1,1,4,8,0,876.0,0,1921,2006,2009,93
93,1031,0,1,4,1,0,2,1046.0,0.0,5,6,0.0,1.0,4,168.0,0,2,4,0,4,3,8,8,4,2,1,0,2,6,2.0,5,3,5,5,2291,0,2,0,4,2,3,3,0,7200,0,60.0,3,0,14,0,0.0,2,1,0,10,17,0,5,5,2,0,1,3,4,8,99,1214.0,0,1910,1998,2007,94
94,881,0,1,3,0,4,3,648.0,0.0,2,6,1.0,0.0,2,176.0,1,2,4,0,2,3,12,13,4,3,0,2,2,6,2.0,5,2,5,1,1786,1,1,0,5,1,2,3,0,9337,4,69.0,0,0,5,3,0.0,2,1,0,4,5,162,4,5,2,0,1,1,4,8,0,824.0,0,1997,1997,2007,95
95,790,0,1,3,0,1,3,310.0,0.0,0,6,0.0,0.0,2,370.0,1,2,4,0,2,0,12,13,4,5,1,2,2,6,2.0,5,0,5,3,1470,1,1,2,5,1,3,3,0,9765,0,65.0,1,0,5,3,68.0,1,3,480,3,8,63,7,5,2,0,1,1,4,8,0,680.0,232,1993,1993,2009,96
96,0,0,1,3,0,4,0,1162.0,0.0,0,6,0.0,0.0,2,426.0,1,2,4,0,4,2,12,13,4,3,0,2,2,6,2.0,5,2,5,1,1588,0,1,0,2,1,2,3,0,10264,4,78.0,0,0,0,3,183.0,1,1,0,7,5,29,4,6,2,0,1,1,4,8,0,1588.0,158,1999,1999,2006,97
97,0,0,1,3,0,4,3,520.0,0.0,5,6,1.0,0.0,4,440.0,1,2,1,0,4,3,6,6,4,3,0,1,1,6,1.0,5,0,5,1,960,0,1,4,2,1,3,1,0,10921,4,73.0,3,0,0,3,48.0,1,1,0,4,7,0,4,3,1,0,1,3,4,8,0,960.0,120,1965,1965,2007,98
98,0,0,1,2,0,4,3,108.0,0.0,0,6,0.0,0.0,4,350.0,0,2,4,77,4,3,13,14,4,3,0,0,1,6,1.0,5,3,1,2,835,0,1,1,2,1,3,3,0,10625,0,85.0,3,0,1,3,0.0,2,3,400,4,7,0,4,4,2,0,1,1,0,0,0,458.0,0,1920,1950,2010,99
99,0,0,1,3,0,4,3,569.0,0.0,0,6,1.0,0.0,4,381.0,1,2,4,0,4,3,9,10,4,3,0,1,1,6,0.0,3,1,3,6,1225,1,1,1,2,1,3,3,0,9320,4,77.0,0,0,0,3,0.0,2,3,400,0,12,0,4,3,2,0,1,1,4,8,0,950.0,352,1959,1959,2010,100
100,0,0,1,3,0,4,2,1200.0,0.0,0,6,1.0,0.0,4,410.0,1,2,4,0,4,3,9,10,4,5,2,2,2,6,2.0,5,2,5,1,1610,0,1,2,2,1,2,3,0,10603,4,80.0,0,0,0,3,28.0,1,1,0,1,14,68,6,5,2,0,1,1,4,8,0,1610.0,168,1977,2001,2010,101
101,755,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,741.0,1,2,4,0,4,2,6,6,4,5,1,1,2,6,2.0,5,0,5,1,1732,1,1,4,5,1,2,3,0,9206,4,77.0,3,0,5,3,336.0,1,1,0,5,20,46,4,5,2,0,1,1,4,8,0,741.0,192,1985,1985,2010,102
102,0,0,1,4,2,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,2,4,0,1,3,6,6,4,3,0,3,2,6,2.0,5,3,5,1,1535,0,1,4,2,2,3,0,0,7018,4,64.0,3,0,10,3,0.0,2,1,0,5,20,0,4,4,2,0,1,1,2,8,0,0.0,0,1979,1979,2009,103
103,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1226.0,1,2,4,0,4,3,12,13,4,3,0,2,2,6,3.0,5,2,5,1,1226,0,1,0,2,1,2,3,0,10402,0,94.0,0,0,0,3,0.0,2,1,0,4,5,36,4,6,2,0,1,1,4,8,0,1226.0,0,2009,2009,2010,104
104,592,0,1,4,0,4,3,224.0,0.0,3,6,0.0,0.0,4,816.0,1,2,1,0,1,3,11,12,4,5,2,2,1,6,1.0,5,3,5,5,1818,1,1,0,0,1,3,3,0,7758,0,60.0,3,0,4,4,600.0,1,1,0,5,9,0,3,6,2,0,1,1,4,8,184,1040.0,0,1931,1950,2007,105
105,939,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,0,1053.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,2,5,1,1992,1,1,0,5,1,2,3,0,9375,4,75.0,3,0,5,1,768.0,1,1,0,7,21,45,4,7,2,0,1,3,4,8,0,1053.0,140,2003,2004,2008,106
106,0,0,0,2,0,4,3,0.0,0.0,6,6,0.0,0.0,1,641.0,1,2,4,0,4,3,12,13,4,3,0,0,1,6,1.0,1,3,1,5,1047,0,1,2,2,1,3,3,0,10800,4,60.0,3,0,1,4,0.0,2,3,450,7,17,0,6,3,0,0,1,4,4,8,0,641.0,0,1885,1995,2007,107
107,0,0,1,2,0,4,3,104.0,169.0,0,1,0.0,0.0,4,516.0,1,2,4,0,4,3,12,13,4,3,0,1,1,6,1.0,5,3,5,5,789,0,1,0,2,1,3,3,0,6000,4,50.0,3,0,0,4,0.0,2,1,0,3,17,0,4,4,2,0,1,1,5,8,0,789.0,0,1948,1950,2008,108
108,520,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,793.0,0,0,1,144,4,3,5,5,4,3,0,1,2,6,0.0,3,1,3,6,1517,0,2,4,0,1,1,3,0,8500,0,85.0,3,0,4,4,0.0,2,1,0,7,9,0,6,4,0,0,1,1,4,8,0,793.0,0,1919,2005,2007,109
109,0,0,1,3,0,4,3,705.0,0.0,1,6,0.0,0.0,2,1139.0,1,2,4,0,4,3,9,10,2,5,1,1,2,6,2.0,5,2,5,1,1844,0,1,0,2,1,3,3,0,11751,4,105.0,0,0,0,3,480.0,1,1,0,0,14,122,5,5,2,0,1,3,4,0,0,1844.0,0,1977,1977,2010,110
110,639,0,1,4,0,0,3,444.0,0.0,5,6,0.0,0.0,4,550.0,1,2,4,0,4,3,13,14,4,3,0,1,2,6,1.0,5,3,5,1,1855,0,1,2,0,1,3,3,0,9525,4,75.0,3,0,4,3,0.0,2,1,0,9,7,0,3,5,2,0,1,1,4,8,0,994.0,182,1954,1972,2006,111
111,656,0,1,3,0,4,3,250.0,0.0,2,6,0.0,0.0,2,134.0,1,2,4,0,4,3,12,13,4,5,1,2,2,6,2.0,5,0,5,3,1430,1,1,0,7,1,3,3,0,7750,4,65.0,0,0,8,3,0.0,2,1,0,3,8,0,4,6,2,0,1,1,4,8,0,384.0,180,2000,2000,2010,112
112,1414,0,1,4,0,4,0,984.0,0.0,2,6,1.0,0.0,0,280.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,0,5,3,2696,1,1,0,5,1,0,3,0,9965,4,77.0,3,0,5,3,220.0,3,1,0,9,5,184,4,6,2,0,1,1,5,6,168,1264.0,120,2007,2007,2007,113
113,0,0,1,3,0,4,2,35.0,869.0,0,5,1.0,0.0,2,905.0,1,2,4,192,2,3,13,14,2,2,2,1,2,6,2.0,5,3,5,2,2259,0,1,4,2,1,2,0,0,21000,0,74.0,3,0,0,3,184.0,1,1,0,9,6,120,4,5,2,0,1,3,0,0,0,1809.0,166,1953,1953,2007,114
114,884,0,1,3,0,4,3,774.0,150.0,0,3,1.0,0.0,4,104.0,1,2,4,0,4,3,13,14,2,5,1,1,2,6,1.0,5,3,5,5,2320,1,1,0,5,1,2,3,1,7259,4,61.0,0,0,6,3,0.0,2,1,0,6,6,0,7,5,2,0,1,2,4,8,0,1028.0,224,1945,2002,2007,115
115,729,0,2,2,4,4,3,419.0,0.0,2,6,0.0,0.0,2,310.0,1,2,4,0,4,3,8,8,4,1,1,2,2,6,2.0,5,3,5,5,1458,1,1,2,5,1,3,3,0,3230,0,34.0,3,0,12,1,1129.0,1,1,0,5,21,32,4,5,2,0,1,1,4,8,0,729.0,0,1999,1999,2007,116
116,0,0,1,3,0,4,3,170.0,670.0,3,1,0.0,1.0,4,252.0,1,2,4,144,4,3,13,14,4,4,1,1,1,6,1.0,5,3,5,1,1092,0,1,4,2,1,3,3,0,11616,4,71.0,3,0,0,3,116.0,1,1,0,8,19,20,4,4,2,0,1,1,4,8,0,1092.0,0,1962,1962,2009,117
117,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1125.0,1,2,4,0,4,3,12,13,4,3,0,2,1,6,2.0,5,3,5,1,1125,1,1,2,2,1,3,3,0,8536,0,74.0,3,0,0,3,0.0,2,1,0,3,7,64,4,4,2,0,1,1,5,6,0,1125.0,80,2006,2007,2007,118
118,1523,0,1,5,0,4,2,1470.0,0.0,2,6,1.0,0.0,2,203.0,1,2,4,0,4,3,9,10,4,5,2,2,3,6,3.0,5,3,5,1,3222,0,1,2,5,1,2,3,0,12376,0,90.0,3,0,5,3,0.0,2,1,0,4,20,0,4,6,2,0,1,3,4,8,0,1673.0,367,1990,1990,2010,119
119,728,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,728.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,0,5,1,1456,1,1,0,5,1,2,3,0,8461,4,65.0,3,0,5,3,0.0,2,1,0,6,5,24,4,5,2,0,1,1,5,6,0,728.0,0,2005,2006,2006,120
120,0,130,1,1,0,4,1,938.0,0.0,0,6,1.0,0.0,4,0.0,1,2,4,0,4,3,9,10,4,5,2,1,1,6,2.0,5,3,5,1,988,0,1,0,7,1,3,2,2,21453,1,80.0,0,0,8,3,0.0,2,1,0,9,4,130,4,5,2,0,3,0,4,8,0,938.0,0,1969,1969,2006,121
121,351,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,732.0,1,2,4,140,4,3,0,0,2,3,0,2,1,6,1.0,5,3,5,5,1123,0,1,2,0,1,3,3,0,6060,4,50.0,3,0,4,4,0.0,2,1,0,5,9,0,4,3,1,0,1,1,4,8,0,732.0,0,1939,1950,2007,122
122,0,0,1,3,0,4,3,570.0,0.0,1,6,0.0,0.0,4,510.0,1,2,4,0,2,3,8,8,4,3,0,1,1,6,1.0,5,3,5,1,1080,0,1,2,2,1,3,3,0,9464,0,75.0,3,0,0,3,135.0,1,1,0,5,12,0,6,5,2,0,1,3,4,8,130,1080.0,0,1958,1958,2008,123
123,0,0,1,2,4,4,3,300.0,0.0,2,6,0.0,0.0,2,899.0,1,2,4,0,4,2,9,10,4,3,0,2,2,6,2.0,5,2,5,1,1199,0,1,0,2,1,2,3,0,7892,4,55.0,3,0,11,3,0.0,2,1,0,2,20,63,4,5,2,0,1,1,4,8,0,1199.0,0,1993,1993,2008,124
124,0,0,1,3,0,0,3,0.0,0.0,6,6,0.0,0.0,2,1362.0,1,2,4,0,2,3,6,6,4,5,1,1,2,6,2.0,5,3,5,1,1586,0,1,4,2,1,3,3,0,17043,1,48.0,0,0,0,3,0.0,2,1,0,0,14,0,4,5,2,0,1,1,4,8,0,1362.0,192,1979,1998,2009,125
125,0,0,1,2,1,4,0,490.0,0.0,2,6,1.0,0.0,4,30.0,0,2,4,0,1,3,13,14,4,3,0,1,1,6,0.0,3,1,3,6,754,0,1,2,0,1,3,3,0,6780,4,60.0,3,234,14,4,0.0,2,1,0,5,9,0,7,5,0,0,1,1,4,8,0,520.0,53,1935,1982,2006,126
126,0,0,1,2,4,4,3,120.0,0.0,0,6,0.0,0.0,2,958.0,1,2,4,0,4,3,9,10,4,5,1,1,2,6,2.0,5,2,5,1,958,0,1,4,2,1,3,3,0,4928,4,24.0,0,0,11,3,0.0,2,1,0,1,13,205,4,5,2,0,1,1,4,8,0,1078.0,0,1976,1976,2007,127
127,0,0,1,3,0,4,3,116.0,0.0,3,6,0.0,0.0,4,556.0,1,1,4,0,2,3,14,14,4,5,1,0,1,6,0.0,3,1,3,6,840,0,1,0,1,1,3,0,0,4388,4,55.0,0,0,3,4,0.0,2,1,0,5,17,0,6,4,0,0,1,1,4,8,0,672.0,0,1930,1950,2007,128
128,688,0,1,3,0,4,3,512.0,0.0,1,6,0.0,0.0,4,148.0,1,4,4,0,4,3,12,13,4,1,1,1,1,6,2.0,5,2,5,1,1348,1,1,4,5,1,3,3,0,7590,4,69.0,3,0,5,3,266.0,1,1,0,6,12,108,4,5,2,0,1,1,4,8,0,660.0,188,1966,1966,2006,129
129,0,180,1,3,0,4,3,567.0,28.0,5,1,0.0,1.0,4,413.0,1,2,0,0,4,3,9,10,3,3,0,1,1,6,2.0,5,2,5,0,1053,1,1,4,2,1,0,3,0,8973,4,69.0,3,0,0,3,85.0,1,1,0,6,12,80,6,4,2,0,1,1,0,8,0,1008.0,0,1958,1991,2006,130
130,941,0,1,4,0,4,3,445.0,0.0,5,6,0.0,0.0,4,479.0,1,2,4,0,4,3,8,8,0,2,2,1,2,6,2.0,5,0,5,1,2157,1,1,0,5,1,2,3,0,14200,0,88.0,3,0,5,3,309.0,1,1,0,4,12,66,5,6,2,0,1,1,4,8,0,924.0,105,1966,1966,2006,131
131,1032,0,1,3,0,4,3,695.0,0.0,2,6,1.0,0.0,2,297.0,1,2,4,0,4,2,12,13,4,5,1,2,2,6,2.0,5,2,5,3,2054,1,1,0,5,1,2,3,0,12224,0,65.0,0,0,5,3,40.0,1,1,0,6,8,48,4,5,2,0,1,1,4,8,0,992.0,24,2000,2000,2009,132
132,0,0,1,3,0,4,3,405.0,0.0,5,6,1.0,0.0,4,658.0,1,2,4,0,4,3,8,8,4,3,0,1,1,6,2.0,5,3,5,5,1327,0,1,2,2,1,2,3,0,7388,0,75.0,3,0,0,3,0.0,2,1,0,6,12,0,5,4,2,0,1,1,4,8,0,1063.0,0,1959,2002,2007,133
133,0,0,1,2,0,4,3,1005.0,0.0,2,6,1.0,0.0,0,262.0,1,2,4,0,4,2,12,13,4,3,0,2,2,6,2.0,5,0,5,1,1296,0,1,0,2,1,2,3,0,6853,4,85.0,0,0,0,3,136.0,1,1,0,5,23,25,4,7,2,0,1,1,4,8,0,1267.0,192,2001,2002,2009,134
134,0,0,1,3,0,4,3,570.0,0.0,5,6,0.0,0.0,4,891.0,1,2,4,180,4,3,9,10,2,5,1,1,2,2,2.0,5,2,5,1,1721,1,1,2,2,1,3,3,0,10335,4,78.0,0,0,0,3,0.0,2,1,0,6,19,96,5,4,2,0,1,1,4,8,0,1461.0,0,1968,1993,2006,135
135,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,1304.0,1,2,4,0,4,3,9,10,2,2,1,2,2,6,2.0,5,3,5,1,1682,0,1,2,2,1,3,3,0,10400,4,80.0,3,0,0,3,288.0,1,1,0,4,14,0,5,6,2,0,1,3,4,8,0,1304.0,98,1970,1970,2008,136
136,0,0,1,3,0,4,3,695.0,0.0,1,6,0.0,0.0,4,519.0,1,2,4,0,4,3,8,8,4,1,1,1,2,6,1.0,5,2,5,1,1214,0,1,4,2,1,3,3,0,10355,0,73.0,0,0,0,3,196.0,1,1,0,6,12,111,4,4,2,0,1,1,4,8,0,1214.0,0,1967,1967,2007,137
137,0,0,1,5,2,4,3,0.0,0.0,6,6,0.0,0.0,4,1907.0,1,2,4,0,4,3,12,13,4,3,0,1,3,6,3.0,5,3,5,0,1959,0,1,2,2,2,3,3,0,11070,4,82.0,3,0,10,3,70.0,1,1,0,6,11,0,4,6,2,0,1,1,3,8,0,1907.0,0,1988,1989,2006,138
138,848,0,1,3,0,4,2,668.0,0.0,2,6,0.0,0.0,2,336.0,1,2,4,0,4,2,12,13,0,5,2,2,2,6,3.0,5,0,5,1,1852,1,1,0,5,1,2,3,0,9066,4,73.0,0,0,5,3,320.0,1,1,0,11,5,106,4,7,2,0,1,1,4,8,0,1004.0,224,1999,2000,2008,139
139,836,0,1,3,0,4,3,821.0,0.0,2,6,1.0,0.0,2,107.0,1,2,4,0,4,3,12,13,2,3,0,2,2,6,2.0,5,2,5,1,1764,1,1,0,5,1,2,3,0,15426,4,65.0,0,0,5,3,0.0,2,1,0,7,5,99,4,5,2,0,1,1,4,8,0,928.0,276,1997,1997,2009,140
140,0,0,1,3,0,4,3,432.0,0.0,0,6,0.0,0.0,4,432.0,1,2,4,0,4,3,6,6,4,4,1,1,1,6,0.0,3,1,3,6,864,0,1,4,2,1,3,3,0,10500,2,70.0,3,0,0,3,0.0,2,1,0,3,12,0,4,3,2,0,1,1,4,4,0,864.0,0,1971,1971,2010,141
141,0,0,1,3,0,4,0,1300.0,0.0,2,6,1.0,0.0,2,434.0,1,2,4,0,4,2,12,13,4,3,0,2,2,6,2.0,5,0,5,1,1734,0,1,0,2,1,2,3,0,11645,4,78.0,3,0,0,3,0.0,2,1,0,0,5,24,4,6,2,0,1,1,4,8,0,1734.0,160,2005,2005,2006,142
142,475,0,1,4,0,4,3,507.0,0.0,5,6,0.0,0.0,4,403.0,1,0,4,0,1,3,3,14,2,3,0,1,2,6,2.0,5,3,5,5,1385,0,1,1,0,1,3,3,0,8520,0,71.0,3,0,4,3,0.0,2,1,0,5,12,0,3,4,2,0,1,1,4,8,0,910.0,0,1952,1952,2010,143
143,0,0,1,3,0,4,1,679.0,0.0,2,6,1.0,0.0,2,811.0,1,2,4,0,4,2,12,13,4,3,0,2,2,6,2.0,5,2,5,1,1501,0,1,0,2,1,2,3,0,10335,4,78.0,0,0,0,3,183.0,1,1,0,5,5,29,4,6,2,0,1,1,4,8,0,1490.0,144,1999,1999,2009,144
144,0,0,1,6,2,4,3,1332.0,0.0,5,6,1.0,0.0,4,396.0,1,5,4,0,4,3,6,6,4,3,0,1,2,6,2.0,5,3,5,5,1728,0,1,4,2,2,3,3,0,9100,4,70.0,3,0,10,4,336.0,1,1,0,10,19,0,4,4,2,0,1,1,0,4,0,1728.0,0,1963,1963,2006,145
145,739,0,1,3,3,4,3,0.0,0.0,6,6,0.0,0.0,2,970.0,1,2,4,0,4,2,12,13,4,3,0,2,2,0,2.0,5,3,5,5,1709,0,1,0,5,1,2,3,0,2522,4,24.0,3,0,12,4,50.0,3,1,0,3,7,40,4,5,2,0,1,1,4,8,0,970.0,0,2004,2006,2006,146
146,0,0,1,2,0,4,3,209.0,0.0,1,6,1.0,0.0,4,506.0,1,2,0,0,4,3,13,14,4,3,0,0,1,6,1.0,5,3,1,5,875,0,1,4,2,1,3,3,0,6120,0,51.0,3,0,1,4,0.0,2,1,0,10,3,0,6,4,2,0,1,1,4,8,0,715.0,48,1931,1993,2009,147
147,1151,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,884.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,0,5,3,2035,1,1,0,5,1,2,3,0,9505,1,65.0,0,0,5,3,180.0,1,1,0,4,8,48,4,6,2,0,1,1,4,8,0,884.0,144,2001,2001,2010,148
148,0,0,1,3,0,4,3,680.0,0.0,2,6,1.0,0.0,2,400.0,1,2,4,0,4,3,12,13,4,3,0,2,1,6,0.0,3,1,3,6,1080,0,1,0,2,1,2,3,0,7500,4,63.0,3,0,0,3,120.0,1,1,0,3,20,0,4,6,2,0,1,1,4,8,0,1080.0,0,2004,2005,2008,149
149,448,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,896.0,1,2,0,0,4,3,8,8,4,3,0,0,1,6,1.0,5,3,1,5,1344,0,1,2,0,1,3,3,0,6240,4,52.0,3,0,4,4,0.0,2,1,0,3,3,114,3,4,2,0,1,1,4,8,0,896.0,200,1936,1950,2006,150
150,0,0,1,3,0,4,0,716.0,0.0,1,6,0.0,0.0,4,253.0,1,2,4,0,4,3,6,6,2,3,0,1,1,6,2.0,5,3,5,1,969,1,1,4,2,1,3,3,0,10356,0,120.0,3,0,0,3,0.0,2,1,0,0,5,0,5,4,2,0,1,1,4,8,0,969.0,0,1975,1975,2007,151
151,0,0,1,2,0,4,1,1400.0,0.0,2,6,1.0,0.0,0,310.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,2,5,1,1710,0,1,0,2,1,2,3,0,13891,4,107.0,3,0,0,3,436.0,3,1,0,0,16,102,4,7,2,0,1,3,5,6,0,1710.0,0,2007,2008,2008,152
152,896,0,1,4,0,4,3,416.0,0.0,5,6,0.0,0.0,4,409.0,1,2,4,0,4,3,6,6,1,2,1,1,2,6,2.0,5,2,5,1,1993,1,1,2,5,1,3,3,0,14803,1,80.0,0,0,5,3,252.0,1,1,0,5,14,66,4,5,2,0,1,1,4,8,0,825.0,0,1971,1971,2006,153
153,0,0,1,1,0,4,1,429.0,1080.0,1,0,1.0,0.0,2,93.0,1,2,4,0,4,3,3,10,4,2,1,1,1,6,2.0,5,2,5,1,1252,0,1,2,2,1,3,3,0,13500,4,80.0,3,0,0,3,0.0,2,1,0,2,4,0,6,5,2,0,1,0,4,8,0,1602.0,409,1960,1975,2008,154
154,0,0,1,4,0,4,3,0.0,0.0,6,6,0.0,0.0,4,1200.0,1,2,0,228,4,3,13,14,4,3,0,0,1,6,1.0,1,3,1,5,1200,0,1,4,2,1,3,3,0,11340,0,84.0,3,0,1,4,0.0,2,1,0,2,17,0,4,5,2,0,1,1,3,8,0,1200.0,0,1923,1950,2006,155
